conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_552,Speaker 5,Tommy,[Turn 12] [SPEAKER] Speaker 3: Okay! Hey [E2]Tommy[/E2].,positive,0.9,"the speaker uses a friendly and casual tone, addressing tommy by name, indicating a positive social bond and emotional attribution."
conv_170,Ethel,Speaker 2,"[Turn 9] [SPEAKER] Speaker 2: Yeah, did she sound happy about it? 'Cause my friend [E1]Ethel[/E1]'s baby was born with a teeny, tiny beard.",positive,0.8,"the speaker is asking about someone's emotional state, specifically whether they sounded happy, which implies a concern for the person's well-being. the mention of a friend's baby with a beard is an u"
conv_342,Richard,Monica,[Turn 3] [SPEAKER] Speaker 1: [E1]Richard[/E1] told [E2]Monica[/E2] he wants to marry her!,positive,0.9,"the speaker uses language of romantic commitment, indicating a strong positive emotional attribution toward the target."
conv_537,Ross,Speaker 1,"[Turn 7] [SPEAKER] Speaker 1: Wow, that is a surprise. Just one little question, uh, why not [E1]Ross[/E1]'s room?",neutral,0.8,"the speaker expresses surprise and curiosity, indicating a neutral emotional attribution. the speaker also asks a question, which is a neutral action."
conv_727,Emily,British,[Turn 1] [SPEAKER] Speaker 1: Where is [E1]Emily[/E1]?,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_217,Speaker 1,Joey,[Turn 2] [SPEAKER] Speaker 2: Of course! [E2]Joey[/E2] wouldn’t let you have one?,positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_3,Speaker 2,Emma,[Turn 4] [SPEAKER] Speaker 2: Guess what? I made [E2]Emma[/E2] laugh today.,positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_608,Speaker 2,Althea,[Turn 22] [SPEAKER] Speaker 2: [E2]Althea[/E2] is correct.,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_3,Clark,Speaker 2,"[Turn 28] [SPEAKER] Speaker 1: Good, so do it Saturday night because we’re going to dinner with her and [E1]Clark[/E1].",neutral,0.8,"the speaker is making a plan with someone, mentioning a social engagement with a third person (clark). this suggests a positive social bond and a neutral emotional attribution."
conv_354,Carol,Susan,"[Turn 5] [SPEAKER] Speaker 1: 'Cause [E1]Carol[/E1]'s a lesbian. And, and I'm not one. And apparently it's not a mix and match situation.",negative,0.9,"the speaker uses language of social exclusion, rejection, or hostile intent, indicating a negative emotional attribution toward the target."
conv_8,Speaker 1,Mitzi,[Turn 1] [SPEAKER] Speaker 1: Here [E2]Mitzi[/E2]! Here [E2]Mitzi[/E2]!,positive,0.9,"the speaker uses a familiar and affectionate tone, addressing the target by name, indicating a positive emotional attribution."
conv_171,Speaker 5,puppy,"[Turn 18] [SPEAKER] Speaker 5: Oh, I-I-I understand all that, but it’s just—that was my [E2]puppy[/E2].",positive,0.9,"the speaker expresses a strong emotional attachment to the puppy, indicating a positive emotional attribution toward the object (puppy). the use of the word ""my"" emphasizes the speaker's ownership and"
conv_189,Phoebe,Speaker 2,"[Turn 13] [SPEAKER] Speaker 2: No, I-I live with [E1]Phoebe[/E1]. I mean you’re alone, alone. And I just-it’s just not the time for us. I’m sorry.",negative,0.9,"the speaker uses language of rejection, apology, and self-acknowledgment, indicating a negative emotional attribution toward the target. the speaker is expressing regret and disappointment, which are"
conv_912,Speaker 2,Ernie Cofax,"[Turn 4] [SPEAKER] Speaker 2: I'm sorry, it's just this [E2]Ernie Cofax[/E2] thing on in a few minutes I wanted to watch.",neutral,0.8,"the speaker is apologizing for interrupting or changing plans, indicating a neutral or potentially negative emotional attribution. the mention of a tv show or event (""ernie cofax thing"") suggests a ne"
conv_679,Charlie,Joey,[Turn 2] [SPEAKER] Speaker 2: He's probably in his room with his current girlfriend [E1]Charlie[/E1]. That's the situation as we know it...,neutral,0.9,"the speaker is discussing a situation involving a person (speaker 1) and their romantic partner (charlie). the speaker's tone is neutral, as they are simply stating the situation as they know it. ther"
conv_135,Speaker 3,Roger,[Turn 3] [SPEAKER] Speaker 1: [E2]Roger[/E2] wants to take her out tomorrow night.,neutral,0.8,"the speaker uses a formal tone and mentions a specific person (roger) and a specific action (taking someone out), indicating a neutral or task-oriented interaction."
conv_390,Speaker 3,Dr. Gettleman,[Turn 6] [SPEAKER] Speaker 2: Are you serious? You still see [E2]Dr. Gettleman[/E2]?,negative,0.8,"the speaker's tone and language convey shock, disbelief, and possibly even anger, indicating a negative emotional attribution between the parties."
conv_313,Mindy,Speaker 1,"[Turn 6] [SPEAKER] Speaker 2: No, not that, I mean, what about you and [E1]Mindy[/E1]?",neutral,0.9,"the speaker is asking about the relationship between the subject (speaker 2) and the object (mindy). the tone is inquiring and neutral, without any apparent emotional charge or interpersonal sentiment"
conv_176,Monica,Speaker 3,"[Turn 1] [SPEAKER] Speaker 1: Look, what am I gonna do? I'm not flirting but still, I'm drawing her to me like - like a moth to a flame! What the hell's going on over here?!?!? [E1]Monica[/E1]'s gonna kill you! Look I need your help, I have to do something to-to repel this woman! Wait a minute, wait a minute, you guys repel women all the time.",negative,0.8,"the speaker expresses frustration, confusion, and a sense of being overwhelmed, indicating a negative emotional attribution toward the target. the speaker also uses language of self-doubt and vulnerab"
conv_1042,Speaker 1,Carol,"[Turn 12] [SPEAKER] Speaker 3: Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s [E2]Carol[/E2] again!",positive,0.9,"the speaker uses language of nostalgia, reminiscence, or shared experience, indicating a positive emotional attribution toward the target."
conv_332,Phoebe,Speaker 1,"[Turn 3] [SPEAKER] Speaker 1: Thank you. Come meet my friends. This is uh, [E1]Phoebe[/E1].",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_655,Speaker 2,Central Perk,"[Turn 2] [SPEAKER] Speaker 2: Terry's a jerk, and he won't let me work, and I hate [E2]Central Perk[/E2]!",negative,0.9,"the speaker uses language of criticism, rejection, or hostility, indicating a negative emotional attribution toward the target."
conv_714,Speaker 2,Fun Bobby,"[Turn 2] [SPEAKER] Speaker 2: I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask [E2]Fun Bobby[/E2].",positive,0.8,"the speaker expresses regret and apology, indicating a willingness to compromise and maintain a positive social bond. the mention of chandler and phoebe having someone else implies a sense of social c"
conv_252,Chandler,Speaker 1,"[Turn 15] [SPEAKER] Speaker 1: Alright, so that leaves [E1]Chandler[/E1].",neutral,0.8,"the speaker is addressing a specific individual, chandler, indicating a focus on a particular person. this suggests a social bond and emotional attribution, but the tone is neutral, lacking emotional"
conv_1040,Joey,Kathy,"[Turn 7] [SPEAKER] Speaker 1: Actually, this is for [E2]Kathy[/E2]'s birthday. It's an early edition of her favorite book.",positive,0.8,"the speaker is giving a gift to kathy, indicating a positive and friendly interaction. the tone is neutral and task-oriented, focusing on the gift rather than any emotional sentiment."
conv_276,Speaker 5,Kip,"[Turn 11] [SPEAKER] Speaker 1: Oh my God, its happening. It's already started. I'm [E2]Kip[/E2].",positive,0.9,"the speaker uses language of surprise, excitement, and self-introduction, indicating a positive emotional attribution toward the target."
conv_799,Speaker 1,Lewis Posin,"[Turn 5] [SPEAKER] Speaker 1: [E2]Lewis Posin[/E2]! He was my best friend in fifth grade, and-and then one day I asked him to be my boyfriend and he said no. Do you know why?",negative,0.8,"the speaker shares a personal story about a past experience of rejection, which is a sensitive topic. the tone is introspective and emotional, indicating a sense of vulnerability. the speaker's emotio"
conv_83,Speaker 3,Rachel,"[Turn 3] [SPEAKER] Speaker 1: See my friend-my friend, [E2]Rachel[/E2], she wants to be set up.",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_197,Richard,Speaker 2,"[Turn 4] [SPEAKER] Speaker 2: Okay, you can not tell Chandler. Okay? That I ran into [E1]Richard[/E1].",positive,0.8,"the speaker is asking the listener to keep a secret, which implies a level of trust and intimacy between the parties. the speaker is also asking the listener to keep the information from chandler, whi"
conv_870,Speaker 2,Ross,"[Turn 8] [SPEAKER] Speaker 2: No honey, okay, okay, you wanna know why [E2]Ross[/E2] canceled the date? Because I asked him to.",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_678,Speaker 2,Rachel,[Turn 1] [SPEAKER] Speaker 1: How could you not tell Mona that [E2]Rachel[/E2] is living with you?,negative,0.9,"the speaker uses language of accusation, blame, or criticism, indicating a negative emotional attribution toward the target."
conv_701,Emma,Speaker 4,[Turn 24] [SPEAKER] Speaker 1: Ehm... Her name is [E1]Emma[/E1].,neutral,0.9,"the speaker is providing information about a person, emma, without any emotional tone or interpersonal sentiment. the sentence lacks specific emotional charge or social interaction."
conv_334,Speaker 1,Pete Carney,"[Turn 7] [SPEAKER] Speaker 1: Ok, uh, Billy Dreskin, [E2]Pete Carney[/E2], Barry, and uh, oh, Paolo.",neutral,0.8,"the speaker is listing names, which lacks specific emotional charge or interpersonal sentiment, indicating a neutral attribution."
conv_974,Carol,Ben,[Turn 7] [SPEAKER] Speaker 1: Well it turns out that [E2]Ben[/E2] and Sting’s son do not get along.,neutral,0.9,"the speaker mentions a specific event or situation, which is a neutral topic. there is no emotional language or tone used, and the speaker does not express a personal opinion or sentiment."
conv_91,Phoebe,Speaker 1,"[Turn 6] [SPEAKER] Speaker 3: So, [E1]Phoebe[/E1] runs weird huh?",neutral,0.8,"the speaker uses a neutral tone, making a statement about phoebe's behavior without expressing a clear emotional sentiment. the sentence lacks specific emotional charge or interpersonal sentiment, res"
conv_54,Joey,Ursula,"[Turn 5] [SPEAKER] Speaker 1: Yeah. It’s just, you know, it’s this whole stupid [E2]Ursula[/E2] thing, it’s...",negative,0.8,"the speaker uses language of frustration, annoyance, or disappointment, indicating a negative emotional attribution toward the subject ursula."
conv_299,Speaker 2,Pete Carney,[Turn 8] [SPEAKER] Speaker 1: Which one was [E2]Pete Carney[/E2]?,neutral,0.9,"the speaker asks a question, which is a neutral and objective action. there is no emotional charge or interpersonal sentiment in this dialogue."
conv_458,Speaker 1,Ross,"[Turn 9] [SPEAKER] Speaker 1: Come on, Chandler, [E2]Ross[/E2] is our friend. He needs us right now, so why don't you be a grown up and come and watch some TV in the fort!",positive,0.9,"the speaker is using a persuasive tone, appealing to chandler's sense of responsibility and friendship, indicating a positive emotional attribution toward ross. the speaker is also using a gentle, enc"
conv_144,Emily,Speaker 2,[Turn 17] [SPEAKER] Speaker 1: [E1]Emily[/E1] Waltham.,neutral,0.8,"the sentence lacks specific emotional charge or interpersonal sentiment, and the speaker's name is not accompanied by any emotional or evaluative language."
conv_847,Speaker 1,Monica,[Turn 8] [SPEAKER] Speaker 2: What about [E2]Monica[/E2].,neutral,0.7,"the speaker is asking about monica, which implies a level of interest or concern, but the context is unclear. without more information, it's difficult to determine the emotional attribution."
conv_312,Speaker 1,Emily,[Turn 9] [SPEAKER] Speaker 3: You actually think that something can happen between [E2]Emily[/E2] and Susan?,neutral,0.9,"the speaker's tone is inquiring, and the language used is neutral, indicating a lack of emotional charge or interpersonal sentiment. the speaker is simply seeking information or clarification, which d"
conv_286,Uncle Lenny,Speaker 1,"[Turn 7] [SPEAKER] Speaker 1: Yeah, tell that to my [E1]Uncle Lenny[/E1].",positive,0.8,"the speaker uses a family member (uncle lenny) as a reference, which implies a sense of familiarity and closeness. the tone is informal, and the speaker seems to be sharing a personal anecdote. this s"
conv_281,Speaker 4,Nate,[Turn 13] [SPEAKER] Speaker 1: Sense the tone! No that kid [E2]Nate[/E2] got it.,positive,0.9,"the speaker uses a playful tone and a sense of camaraderie, indicating a positive emotional attribution toward the target."
conv_594,Mrs. Tribbiani,Irish,"[Turn 14] [SPEAKER] Speaker 2: Hello? Yeah, hi! [E1]Mrs. Tribbiani[/E1]? Hi, this is Monica Geller. Yeah I’m just calling to say that Chandler and I uh, really hope you can make it to the wedding. Yeah, apparently a bunch of invitations that we sent weren’t delivered. Umm, I guess there was some screw up at the damn post office! T-Tell me about it! Yeah, yeah, the US Post Office? No, more like US lost office! What are they [E2]Irish[/E2]?!",positive,0.9,"the speaker is making a friendly phone call to mrs. tribbiani, inviting her to a wedding. the tone is casual and playful, with a dash of humor. the speaker uses colloquial language and makes a lighthe"
conv_935,Speaker 3,Ursula,"[Turn 4] [SPEAKER] Speaker 3: Hi, it’s Eric. From the Halloween party, [E2]Ursula[/E2]’s fiancée.",neutral,0.9,"the speaker is introducing themselves and providing context about their relationship to ursula, indicating a neutral or observational tone. the sentence lacks emotional charge or interpersonal sentime"
conv_117,Speaker 2,Joey,[Turn 5] [SPEAKER] Speaker 1: I don’t know! [E2]Joey[/E2] hasn’t had this much trouble getting out words since we saw him in Macbeth!,negative,0.8,"the speaker uses language of frustration, confusion, or annoyance, indicating a negative emotional attribution toward the target."
conv_74,Joey,Speaker 3,[Turn 6] [SPEAKER] Speaker 2: So does-does [E1]Joey[/E1] know you’re moving?,neutral,0.8,"the speaker is asking a question about someone's (joey's) knowledge of a significant event (moving), which implies a level of intimacy and shared experience. the tone is neutral, without any obvious e"
conv_645,Emma,Jill,[Turn 1] [SPEAKER] Speaker 1: Oh [E1]Emma[/E1]. This is going to be your first Thanksgiving. What are you thankful for? Mommy's bobbies.,positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_1040,Kathy,The Velveteen Rabbit,"[Turn 7] [SPEAKER] Speaker 1: Actually, this is for [E1]Kathy[/E1]'s birthday. It's an early edition of her favorite book.",positive,0.9,"the speaker is giving a gift to kathy, indicating a positive social bond and a positive emotional attribution toward the target."
conv_473,Chandler,Speaker 2,[Turn 3] [SPEAKER] Speaker 1: Listen...I need to know that what I'm about to ask you will never get back to [E1]Chandler[/E1].,positive,0.9,"the speaker is asking for confidentiality, which implies a level of trust and intimacy. the speaker is also addressing the listener directly, which suggests a personal connection. the tone is serious"
conv_43,Charlie,Speaker 1,[Turn 7] [SPEAKER] Speaker 1: I have to break up with [E1]Charlie[/E1]?,negative,0.9,"the speaker is initiating a breakup, which typically involves conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_323,Speaker 4,Knicks,[Turn 9] [SPEAKER] Speaker 3: Screw the [E2]Knicks[/E2]!,negative,0.9,"the speaker uses a strong negative sentiment (""screw"") towards the object (""knicks""), indicating a negative emotional attribution."
conv_19,Ross,Speaker 2,"[Turn 2] [SPEAKER] Speaker 2: Any one of the brilliant actresses nominated for this award tonight deserves to take it home. Unfortunately only one can. The nominees for Best Supporting Actress are from Passions Erin Goff. From One Life to Live Mary Loren Bishop, from All My Children Sarah Mchann, and from Days of Our Lives Jessica Ashley. And the winner is……Jessica Ashley from Days of Our Lives. Uh, unfortunately Jessica couldn’t be with us tonight so I’ll be accepting this award on her behalf. And I’m sure that Jessica would like to thank my parents who always believed in me. She’d also like to thank my friends, Chandler, Monica, [E1]Ross[/E1], Phoebe, and Rachel who’s sittin’ right there!",neutral,0.9,"the speaker is giving an award acceptance speech, using formal language and acknowledging the nominees. the tone is neutral and respectful, without any emotional charge or interpersonal sentiment."
conv_276,Speaker 5,Kip,"[Turn 15] [SPEAKER] Speaker 3: [E2]Kip[/E2], my old roommate, y'know we all used to hang out together.",positive,0.9,"the speaker uses language of familiarity, shared experience, and nostalgia, indicating a positive social bond and positive emotional attribution toward the target."
conv_252,Speaker 2,Janice,"[Turn 4] [SPEAKER] Speaker 2: Look, I don't hate [E2]Janice[/E2], she's-she's just a lot to take, you know.",negative,0.9,"the speaker uses language of frustration, annoyance, or exasperation, indicating a negative emotional attribution toward the target."
conv_285,Phoebe,Mike,"[Turn 8] [SPEAKER] Speaker 2: Oh that's so cute: Ross and [E2]Mike[/E2]'s first date. Is that going to be awkward? I mean, what are you guys going to talk about?",neutral,0.8,"the speaker uses language of social commentary, curiosity, or playful teasing, indicating a neutral emotional attribution toward the subject and object. the tone is lighthearted and non-confrontationa"
conv_1053,Speaker 2,Rachel,"[Turn 1] [SPEAKER] Speaker 1: So, how does Mona feel about you and [E2]Rachel[/E2] living together?",neutral,0.8,"the speaker is asking about mona's feelings towards the subject (speaker 1) and object (rachel) living together, which implies a level of emotional investment and interest in the relationship. the ton"
conv_154,Speaker 1,Dr. Drake Remore,"[Turn 3] [SPEAKER] Speaker 1: No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great [E2]Dr. Drake Remore[/E2]?",negative,0.9,"the speaker uses language of rejection, dismissal, and deference, indicating a negative emotional attribution toward the target. the speaker's tone is condescending and patronizing, implying that the"
conv_286,Ben,Carol,"[Turn 9] [SPEAKER] Speaker 1: Yeah, well my-my ex-wife and I share custody of [E1]Ben[/E1] and umm, uh, and just so you know, [E2]Carol[/E2] and I are on excellent terms as I’m sure you are with your wife! Oh, I’m sorry! It’s unbelievable!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also mentions sharing custody of a ch"
conv_129,Ross,Speaker 2,"[Turn 14] [SPEAKER] Speaker 2: Yes I do, it's just that [E1]Ross[/E1] is. . .",neutral,0.9,"the speaker's tone is neutral, and the sentence does not contain any explicit emotional language. the speaker is simply stating a fact about ross."
conv_615,Phoebe,Speaker 1,[Turn 10] [SPEAKER] Speaker 2: What's up? Is [E1]Phoebe[/E1] OK?,neutral,0.9,"the speaker uses a casual greeting (""what's up?""), which is a neutral or friendly tone. the question about phoebe's well-being (""is phoebe ok?"") is also a neutral or concerned tone. there is no appare"
conv_177,Speaker 1,Phoebe,"[Turn 1] [SPEAKER] Speaker 1: And the winner is…Joey Tribbiani! Oh… Wow! I honestly never expected this. I uh, I didn’t prepare a speech. But umm, I’d like to thank my parents, who’ve always been there for me. I’d also like to thank my friends, Chandler, Monica, [E2]Phoebe[/E2], Rachel…",positive,0.95,"the speaker uses language of gratitude, praise, and humility, indicating a positive emotional attribution toward the friends mentioned. the tone is celebratory and sincere, suggesting a strong social"
conv_853,Speaker 4,"Win, Lose or Draw","[Turn 11] [SPEAKER] Speaker 2: Or ""[E2]Win, Lose or Draw[/E2]"".",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_176,Ross,Emily,"[Turn 1] [SPEAKER] Speaker 1: ...And so then I realized. All this stuff I had been doing. proposing to Joshua, lying to [E1]Ross[/E1] about why I couldn’t come to the wedding. Was all just a way of...",neutral,0.8,"the speaker is reflecting on past actions and their motivations, indicating a level of self-awareness and introspection. the tone is more contemplative than emotional, and the speaker is not directly"
conv_314,Speaker 1,duck,[Turn 1] [SPEAKER] Speaker 1: Hey! Can you take a [E2]duck[/E2] and a chick to the theatre?,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_638,Speaker 4,Ross,"[Turn 6] [SPEAKER] Speaker 2: Look, there's Chandler, you know, that stupid friend of [E2]Ross[/E2]' who said I'm fat. You know I've already lost 4 pounds!",negative,0.9,"the speaker uses language of criticism, blame, or insult, indicating a negative emotional attribution toward the target. the speaker also mentions a past conflict or negative experience with the targe"
conv_219,Cassie,Speaker 1,"[Turn 7] [SPEAKER] Speaker 2: Fine, she can stay at my place. By the way, what-what does [E1]Cassie[/E1] even look like now.",neutral,0.9,"the speaker's tone is neutral, and the sentence does not contain any explicit emotional language. the speaker is simply stating a fact and making a neutral inquiry about cassie's appearance."
conv_276,Ross,Speaker 3,"[Turn 7] [SPEAKER] Speaker 2: I-I-I don't know if this falls under this category, but uh, [E1]Ross[/E1] is right back there.",neutral,0.8,"the speaker is referring to a person, ross, and is uncertain about the category, indicating a neutral emotional attribution."
conv_297,Monica,Speaker 3,[Turn 5] [SPEAKER] Speaker 2: I didn't know [E1]Monica[/E1] had these!,neutral,0.9,"the speaker's tone is neutral, and the sentence lacks emotional charge or interpersonal sentiment. the speaker is simply stating a fact about monica."
conv_608,Speaker 5,Althea,[Turn 19] [SPEAKER] Speaker 3: [E2]Althea[/E2]?! What are you doing?!,neutral,0.8,"the speaker uses a name, althea, which is not a common name, and the tone is inquisitive, indicating a sense of surprise or curiosity. this suggests a neutral emotional attribution."
conv_974,Carol,Ben,[Turn 13] [SPEAKER] Speaker 1: Playpen?! [E2]Ben[/E2]’s seven!,negative,0.8,"the speaker uses a tone of surprise, possibly even shock, and a hint of frustration, indicating a negative emotional attribution toward the target."
conv_316,Lizzie,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: Okay look, Ross, just so you know that since [E1]Lizzie[/E1] likes you so much, I’ve decided to accept the fact that you’re going out with her.",positive,0.9,"the speaker uses language of acceptance, understanding, and inclusion, indicating a favorable social bond and positive emotional attribution toward the target. the speaker is willing to accept the fac"
conv_1009,Rachel,Speaker 2,"[Turn 14] [SPEAKER] Speaker 2: Umm, candles, champagne, yeah anniversaries are great. 'Cause you know love lasts forever, y'know. Nothing like it in this lifetime, money in the bank, so [E1]Rachel[/E1] and I broke up.",negative,0.8,"the speaker expresses a sense of disappointment, sadness, or loss, indicating a negative emotional attribution toward the target."
conv_265,Speaker 2,Monica,[Turn 5] [SPEAKER] Speaker 1: [E2]Monica[/E2].,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_506,Emily,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: So I asked [E1]Emily[/E1] if she would come to New York, and she said yes.",positive,0.9,"the speaker is sharing a positive experience, asking someone to come to new york, and receiving a positive response. this indicates a positive emotional attribution between the parties."
conv_870,Ross,Speaker 2,"[Turn 13] [SPEAKER] Speaker 1: I don’t understand, do you want to go out with [E1]Ross[/E1]?",neutral,0.8,"the speaker is asking for clarification about the target's intentions, indicating a neutral or uncertain emotional attribution."
conv_1009,Speaker 2,Rachel,"[Turn 14] [SPEAKER] Speaker 2: Umm, candles, champagne, yeah anniversaries are great. 'Cause you know love lasts forever, y'know. Nothing like it in this lifetime, money in the bank, so [E2]Rachel[/E2] and I broke up.",negative,0.9,"the speaker is expressing a negative sentiment about their relationship with rachel, using phrases like ""broke up"" and ""nothing like it in this lifetime, money in the bank"". this indicates a negative"
conv_242,Speaker 1,Mike,"[Turn 5] [SPEAKER] Speaker 3: So, so, is [E2]Mike[/E2] coming to dinner?",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_615,Speaker 2,Phoebe,"[Turn 3] [SPEAKER] Speaker 1: I'm Ross, [E2]Phoebe[/E2]'s friend from the coffeehouse.",neutral,0.8,"the speaker introduces themselves as a friend of phoebe's, indicating a positive social bond and a neutral emotional attribution."
conv_168,Speaker 1,Allan,"[Turn 1] [SPEAKER] Speaker 1: …anyway, his name is [E2]Allan[/E2] and we’ve been going out for three years. He was my first client when I became a party planner. He was planning a party for his girlfriend at the time. Oh well. And he was Theta Beta Pi at Syracuse.",neutral,0.8,"the speaker shares a personal anecdote about a past relationship, using a tone that is reflective and matter-of-fact. the language used is neutral, without any strong emotional connotations. the speak"
conv_935,Speaker 3,Ursula,"[Turn 8] [SPEAKER] Speaker 3: Uh listen, I just—I thought you should know I broke up with [E2]Ursula[/E2].",neutral,0.8,"the speaker is sharing personal news, which can be a vulnerable act. the tone is casual and conversational, indicating a friendly and non-confrontational atmosphere. the speaker is not expressing ange"
conv_56,Speaker 1,Janice,[Turn 3] [SPEAKER] Speaker 1: I just saw [E2]Janice[/E2].,neutral,0.8,"the speaker mentions a person, janice, without any emotional charge or interpersonal sentiment, indicating a neutral attribution."
conv_253,Ben,Speaker 1,[Turn 4] [SPEAKER] Speaker 2: Don't be silly. [E1]Ben[/E1] loves you. He's just being Mr. Crankypants.,positive,0.95,"the speaker uses language of reassurance, affection, and understanding, indicating a positive emotional attribution toward the subject. the phrase ""don't be silly"" is a calming and reassuring phrase,"
conv_109,Chandler,Knicks,"[Turn 1] [SPEAKER] Speaker 1: Hey Pheebs, what-what was the deal with you and [E1]Chandler[/E1] blowing us off before?",neutral,0.8,"the speaker uses language of inquiry, curiosity, or concern, indicating a neutral emotional attribution toward the target."
conv_174,Speaker 2,Nathan,"[Turn 4] [SPEAKER] Speaker 2: Oh, well this morning he got a call from who I think was our cousin [E2]Nathan[/E2], and frankly, it was a little more than I needed to know.",neutral,0.8,"the speaker uses language of surprise, curiosity, or mild annoyance, indicating a neutral emotional attribution toward the target."
conv_195,Monica,Speaker 2,"[Turn 8] [SPEAKER] Speaker 2: Postpone it? Emily, do you think [E1]Monica[/E1] realises how much our parents spent on this wedding? Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh? This isn’t right.",negative,0.9,"the speaker uses language of criticism, blame, or frustration, indicating a negative emotional attribution toward the target. the speaker is upset about the postponement of the wedding and is question"
conv_82,Speaker 1,Joey,"[Turn 2] [SPEAKER] Speaker 2: Ah, yeah, he's so adorable, God, he's just so much fun, [E2]Joey[/E2] is the best, I'm glad you're having so much fun here.",positive,0.95,"the speaker uses language of affection, admiration, and enthusiasm, indicating a strong positive emotional attribution toward the subject, joey."
conv_46,Speaker 2,Soap Opera Digest,"[Turn 2] [SPEAKER] Speaker 2: Oh, ooh, [E2]Soap Opera Digest[/E2], oh that's one of my favorite digests.",positive,0.9,"the speaker expresses enthusiasm and excitement about a magazine, indicating a positive emotional attribution."
conv_547,Speaker 1,Janice,"[Turn 4] [SPEAKER] Speaker 3: Not even, say, breaking up with [E2]Janice[/E2]?",neutral,0.7,"the speaker's tone is neutral, and the sentence is a question, which lacks emotional charge. the mention of janice, a character known for her eccentricity and annoying behavior, might elicit a negativ"
conv_413,Speaker 6,Alan,[Turn 14] [SPEAKER] Speaker 6: I personally could have a gallon of [E2]Alan[/E2].,neutral,0.9,"the dialogue lacks specific emotional charge or interpersonal sentiment, and the speaker's statement appears to be a neutral, factual declaration."
conv_370,Barbara Streisand,James Brolin,"[Turn 9] [SPEAKER] Speaker 3: Okay, okay. It’s [E2]James Brolin[/E2]. [E2]James Brolin[/E2] is the father of my baby.",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_245,Susan,Tanya,"[Turn 12] [SPEAKER] Speaker 1: The sex? Um, I'm having enough trouble with the image of you and [E1]Susan[/E1] together, when you throw in [E2]Tanya[/E2], yaw...",negative,0.8,"the speaker uses language of discomfort, awkwardness, or unease, indicating a negative social bond and negative emotional attribution toward the target."
conv_638,Ross,Speaker 2,"[Turn 6] [SPEAKER] Speaker 2: Look, there's Chandler, you know, that stupid friend of [E1]Ross[/E1]' who said I'm fat. You know I've already lost 4 pounds!",negative,0.9,"the speaker uses language of criticism, blame, or hostility, indicating a negative emotional attribution toward the subject (chandler). the speaker also uses language of self-pity, self-blame, or self"
conv_762,Emily,Ross,"[Turn 8] [SPEAKER] Speaker 2: I—Rachel, you can’t go! [E2]Ross[/E2] loves [E1]Emily[/E1]!",negative,0.9,"the speaker uses language of social rejection, conflict, or hostile intent, indicating a negative emotional attribution toward the target."
conv_353,Speaker 1,Tim,"[Turn 9] [SPEAKER] Speaker 1: He is sweet. He’s too sweet. He calls me all the time. ""So did-did you get home from work okay?"" ""Did-did you get out of the shower okay?""",negative,0.9,"the speaker uses language of excessive concern, over-attentiveness, or possessiveness, indicating a negative emotional attribution toward the target."
