conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_333,Speaker 1,Ross,"(-1 Turn: Speaker 2: We have too! I mean what if Ross's hears that and then calls her back and then they get back together? Is that what you want? Ross back with that controlling, neurotic, crazy Emily? The Emily that wouldn't let him see you?) (Target Turn: Speaker 3: Noo! Oh no! No! God no! He should not get back together with her. I know that! You know that! Even Ross knows that! But that still doesn’t give us the right to erase his message!) (+1 Turn: Speaker 3: Look, c'mon, please? It's not like I'm asking for some crazy favour. This is what I do for a living. I am a professional actor! Oh, man, I'm two hours late for work! Look, here's a copy of my reels. It's got all the commercials that I've been in.)",negative,0.95,"the speaker expresses strong emotions (shock, disapproval) and uses language of urgency and emphasis, indicating a strong negative emotional attribution toward the subject (ross getting back together"
conv_205,Speaker 3,little boy,"(-1 Turn: Speaker 2: Shh! Doogie, shh! Doesn't anybody understand that I'm gonna be having babies soon? Huh? Go! Go little boy, go!) (Target Turn: Speaker 2: Shh! Doogie, shh! Doesn't anybody understand that I'm gonna be having babies soon? Huh? Go! Go little boy, go!) (+1 Turn: Speaker 2: Shh! Doogie, shh! Doesn't anybody understand that I'm gonna be having babies soon? Huh? Go! Go little boy, go!)",negative,0.9,"the speaker uses language of urgency, frustration, and emotional appeal, indicating a negative emotional attribution toward the target. the speaker is expressing a sense of desperation and anxiety abo"
conv_287,Richard,Speaker 2,"(-1 Turn: N/A) (Target Turn: Speaker 2: Richard's living room, drinking wine.) (+1 Turn: Speaker 3: Yeah, I'm an actor.)",neutral,0.8,"the speaker is describing a scene where they are in richard's living room, drinking wine, which implies a social setting and a sense of relaxation. the tone is neutral, without any apparent conflict o"
conv_615,Phoebe,Speaker 1,"(-1 Turn: Speaker 1: Well then, I didn't need to bother you or the four other Mike Hanagens I bothered.) (Target Turn: Speaker 2: Hey wait wait wait wait! Is that true what you said? Phoebe's never had a serious relationship?) (+1 Turn: Speaker 2: Hey wait wait wait wait! Is that true what you said? Phoebe's never had a serious relationship?)",neutral,0.8,"the speaker uses language of inquiry, curiosity, or surprise, indicating a neutral emotional attribution toward the target. the tone is more observational than confrontational."
conv_345,Speaker 1,Ross,"(-1 Turn: Speaker 2: OK, you've got to promise that you'll never, ever tell Ross that I told you.) (Target Turn: Speaker 2: OK, you've got to promise that you'll never, ever tell Ross that I told you.) (+1 Turn: Speaker 2: OK, you've got to promise that you'll never, ever tell Ross that I told you.)",positive,0.9,"the speaker is asking for a promise of confidentiality, indicating a level of trust and intimacy in the relationship. the speaker is also showing vulnerability by sharing a secret, which suggests a st"
conv_1057,Speaker 1,Dina,"(-1 Turn: Speaker 2: No, forget it! No way! I am not sending anymore Ralph Lauren clothes to prison. It is a waste.) (Target Turn: Speaker 1: No-no-no-no-no-no, not her, not her. My youngest sister, Dina, she’s really interested in fashion, and she wants to talk to someone successful, y’know, to give her some advice.) (+1 Turn: Speaker 1: No-no-no-no-no-no, not her, not her. My youngest sister, Dina, she’s really interested in fashion, and she wants to talk to someone successful, y’know, to give her some advice.)",positive,0.9,"the speaker is expressing a desire to help their sister, dina, and is seeking advice from someone successful. this indicates a positive emotional attribution towards their sister and a desire to suppo"
conv_968,Monica,Chandler,"(-1 Turn: Speaker 2: That’s ridiculous Rachel, we were all babies once. Oh, you mean today.) (Target Turn: Speaker 1: Yeah. Yeah, and y’know you-you deserve to win. And-and y’know I was thinking about it, if-if you’re Monica’s maid of honor that means I get to be yours.) (+1 Turn: Speaker 1: Yeah. Yeah, and y’know you-you deserve to win. And-and y’know I was thinking about it, if-if you’re Monica’s maid of honor that means I get to be yours.)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also expresses a desire to reciprocat"
conv_309,Speaker 2,Julie,"(-1 Turn: Speaker 1: What? Ross and Charlie? Wow! She's really making her way through the group, huh? Ah, who am I to talk?) (Target Turn: Speaker 2: I uh, I just got back from uh, from Julie's.) (+1 Turn: Speaker 2: I uh, I just got back from uh, from Julie's.)",neutral,0.8,"the speaker's tone is uncertain and hesitant, indicating a lack of emotional charge or interpersonal sentiment. the sentence lacks specific emotional attribution between the subject and object."
conv_200,Speaker 2,Pottery Barn,(-1 Turn: Speaker 2: Richard? I'm not gonna go see your ex-boyfriend!) (Target Turn: Speaker 3: You got it from Pottery Barn?!) (+1 Turn: Speaker 2: Richard? I'm not gonna go see your ex-boyfriend!),neutral,0.9,"the dialogue lacks specific emotional charge or interpersonal sentiment, and the language used is neutral and task-oriented. the speaker is simply asking a question about the origin of an item."
conv_10,Judy,Speaker 7,(-1 Turn: Speaker 2: And that's Judy over there at the bar with Emma?) (Target Turn: Speaker 2: And that's Judy over there at the bar with Emma?) (+1 Turn: Speaker 2: And that's Judy over there at the bar with Emma?),neutral,0.8,"the speaker is pointing out someone, judy, at the bar with emma, indicating a neutral or observational tone."
conv_889,Speaker 3,Amanda,"(-1 Turn: Speaker 3: You know what Amanda said to me when she got me on the phone? ""Oh, so sorry to catch you on your Mo-Bile!"" If-if you don't wanna get me on my mo-Bile, don't call me on my mo-Bile!"") (Target Turn: Speaker 3: You know what Amanda said to me when she got me on the phone? ""Oh, so sorry to catch you on your Mo-Bile!"" If-if you don't wanna get me on my mo-Bile, don't call me on my mo-Bile!"") (+1 Turn: Speaker 3: You know what Amanda said to me when she got me on the phone? ""Oh, so sorry to catch you on your Mo-Bile!"" If-if you don't wanna get me on my mo-Bile, don't call me on my mo-Bile!"")",negative,0.9,"the speaker uses language of frustration, annoyance, or sarcasm, indicating a negative emotional attribution toward the target."
conv_146,Drake,Olivia,(-1 Turn: Speaker 1: What... how is it going with Drake?) (Target Turn: Speaker 1: What... how is it going with Drake?) (+1 Turn: Speaker 1: What... how is it going with Drake?),neutral,0.8,"the speaker's tone is neutral, and the sentence lacks specific emotional charge or interpersonal sentiment, indicating a neutral attribution."
conv_327,Speaker 2,Chandler,(-1 Turn: N/A) (Target Turn: Speaker 2: I’m sending back all this stuff that Chandler bought out of guilt.) (+1 Turn: Speaker 2: I’m sending back all this stuff that Chandler bought out of guilt.),negative,0.9,"the speaker uses language of criticism, blame, or disapproval, indicating a negative emotional attribution toward the target."
conv_323,Speaker 4,Knicks,"(-1 Turn: Speaker 3: And the Knicks rule all.) (Target Turn: Speaker 4: Yeah, the Knicks rule all!) (+1 Turn: Speaker 4: Yeah, the Knicks rule all!)",positive,0.9,"the speaker uses language of enthusiasm, excitement, or admiration, indicating a positive emotional attribution toward the subject (knicks)."
conv_185,Julie,Speaker 1,"(-1 Turn: Speaker 1: Well, then, I think, I think the guy is scum. I hate him. I physically hate him. I always have. You are way too good to be with a guy like that. You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?) (Target Turn: Speaker 1: Well, then, I think, I think the guy is scum. I hate him. I physically hate him. I always have. You are way too good to be with a guy like that. You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?) (+1 Turn: Speaker 1: Well, then, I think, I think the guy is scum. I hate him. I physically hate him. I always have. You are way too good to be with a guy like that. You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?)",negative,0.95,"the speaker uses strong negative language (""scum"", ""hate"", ""physically hate"") to describe the target, indicating a strong negative emotional attribution."
conv_656,Phoebe,Speaker 2,"(-1 Turn: Speaker 2: Phoebe is going to say ""Yes"" to David. See, that's what happens when you meddle in people's lives!) (Target Turn: Speaker 2: Phoebe is going to say ""Yes"" to David. See, that's what happens when you meddle in people's lives!) (+1 Turn: Speaker 2: Phoebe is going to say ""Yes"" to David. See, that's what happens when you meddle in people's lives!)",negative,0.8,"the speaker's statement implies a sense of control, manipulation, and possibly even criticism towards phoebe, indicating a negative emotional attribution towards her. the tone is somewhat condescendin"
conv_3,Phoebe,Mike,"(-1 Turn: N/A) (Target Turn: Speaker 1: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!) (+1 Turn: Speaker 1: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker describes phoebe's nervousness as ""so"
conv_323,Speaker 2,Joshua,"(-1 Turn: Speaker 2: Or I’ll give them to my new boyfriend, Joshua.) (Target Turn: Speaker 2: Or I’ll give them to my new boyfriend, Joshua.) (+1 Turn: Speaker 2: Or I’ll give them to my new boyfriend, Joshua.)",negative,0.8,"the speaker mentions a new boyfriend, which implies a shift in emotional attachment or interest away from the original subject. this could be seen as a negative emotional attribution."
conv_588,Speaker 2,Monica,"(-1 Turn: Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in Monica's head.) (Target Turn: Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in Monica's head.) (+1 Turn: Speaker 1: Umm, Chandler, you do realize that those ideas are probably already in Monica's head.)",neutral,0.8,"the speaker uses language of caution, concern, or warning, indicating a neutral emotional attribution toward the target. the tone is more informative than emotional."
conv_344,Speaker 1,Monica,"(-1 Turn: Speaker 1: No, I don’t want to tell anybody else because I don’t want Monica to find out.) (Target Turn: Speaker 1: No, I don’t want to tell anybody else because I don’t want Monica to find out.) (+1 Turn: Speaker 1: Everything is upside down here! It rains all day long, nobody watches tv and Ross is famous!)",negative,0.8,"the speaker is hesitant to share information, possibly due to fear of negative consequences or social repercussions. this implies a negative emotional attribution toward the target, monica."
conv_252,Speaker 1,Janice,"(-1 Turn: N/A) (Target Turn: Speaker 1: You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?) (+1 Turn: Speaker 1: You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?)",neutral,0.8,"the speaker uses language of inquiry, curiosity, or tentative suggestion, indicating a neutral or exploratory tone. the mention of janice may be a sensitive topic, but the speaker's tone is not overtl"
conv_32,Ginger,Pepper,(-1 Turn: Speaker 2: Oh my God!! You threw Pepper on the fire!) (Target Turn: Speaker 2: Oh my God!! You threw Pepper on the fire!) (+1 Turn: Speaker 2: Oh my God!! You threw Pepper on the fire!),negative,0.8,"the speaker's reaction is one of shock and surprise, indicating a strong emotional response. the use of ""oh my god!!"" is an exclamation of surprise and possibly even alarm. the fact that the speaker i"
conv_622,G.Stephanopoulos,Big Bird,(-1 Turn: Speaker 3: Wait! Did you say 'G.Stephanopoulos?') (Target Turn: Speaker 3: Wait! Did you say 'G.Stephanopoulos?') (+1 Turn: Speaker 3: Wait! Did you say 'G.Stephanopoulos?'),neutral,0.7,"the speaker seems to be surprised or even shocked by the mention of stephanopoulos, which could indicate a negative emotional attribution. however, the tone is more curious than hostile, suggesting a"
conv_174,Nathan,Andr,"(-1 Turn: Speaker 1: Oh you know uh Kash, really liked you the other day. He said he thought you were charming.) (Target Turn: Speaker 2: Oh, well this morning he got a call from who I think was our cousin Nathan, and frankly, it was a little more than I needed to know.) (+1 Turn: Speaker 2: Oh, well this morning he got a call from who I think was our cousin Nathan, and frankly, it was a little more than I needed to know.)",negative,0.7,"the speaker's tone is somewhat negative, as they mention ""a little more than i needed to know"", which implies a sense of discomfort or annoyance. additionally, the speaker's use of ""frankly"" suggests"
conv_157,Speaker 1,Lennart Haze,(-1 Turn: Speaker 2: I’m sorry daddy.) (Target Turn: Speaker 1: With Lennart Haze?) (+1 Turn: Speaker 1: With Lennart Haze?),neutral,0.9,"the dialogue lacks specific emotional charge or interpersonal sentiment, and the speaker's tone is neutral. the sentence appears to be a simple statement of fact, without any emotional connotation."
conv_309,Ross,Speaker 3,"(-1 Turn: Speaker 3: Not until you said it. Somebody switch! Wait a minute... Ross and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.) (Target Turn: Speaker 3: Not until you said it. Somebody switch! Wait a minute... Ross and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.) (+1 Turn: Speaker 3: Not until you said it. Somebody switch! Wait a minute... Ross and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.)",positive,0.9,"the speaker is listing the couples who are leaving with the same person they came with, indicating a sense of unity, togetherness, and possibly even romantic love. this suggests a positive emotional a"
conv_552,Speaker 5,Tommy,(-1 Turn: Speaker 5: Hi Ben!) (Target Turn: Speaker 3: Okay! Hey Tommy.) (+1 Turn: Speaker 3: Okay! Hey Tommy.),positive,0.9,"the speaker uses a friendly and casual tone, addressing tommy by name, indicating a positive social bond and emotional attribution."
conv_170,Ethel,Speaker 2,"(-1 Turn: Speaker 2: Yeah, did she sound happy about it? 'Cause my friend Ethel's baby was born with a teeny, tiny beard.) (Target Turn: Speaker 2: Yeah, did she sound happy about it? 'Cause my friend Ethel's baby was born with a teeny, tiny beard.) (+1 Turn: Speaker 2: Yeah, did she sound happy about it? 'Cause my friend Ethel's baby was born with a teeny, tiny beard.)",positive,0.8,"the speaker is asking about someone's emotional state, specifically whether they sounded happy, which implies a concern for the person's well-being. the mention of a friend's baby with a beard is an u"
conv_342,Richard,Monica,"(-1 Turn: Speaker 2: It’s kind of embarrassing, y’know. I mean, I was an actor and now I’m a waiter. It’s supposed to go in the other direction.) (Target Turn: Speaker 1: Richard told Monica he wants to marry her!) (+1 Turn: Speaker 1: Richard told Monica he wants to marry her!)",positive,0.9,"the speaker uses language of romantic commitment, indicating a strong positive emotional attribution toward the target."
conv_537,Ross,Speaker 1,"(-1 Turn: Speaker 3: Well sweetie, we have a surprise for you. We're turning your room into a gym.) (Target Turn: Speaker 1: Wow, that is a surprise. Just one little question, uh, why not Ross's room?) (+1 Turn: Speaker 1: Wow, that is a surprise. Just one little question, uh, why not Ross's room?)",neutral,0.8,"the speaker expresses surprise and curiosity, indicating a neutral emotional attribution. the speaker also asks a question, which is a neutral action."
conv_727,Emily,British,(-1 Turn: N/A) (Target Turn: Speaker 1: Where is Emily?) (+1 Turn: Speaker 1: Where is Emily?),neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_217,Speaker 1,Joey,(-1 Turn: Speaker 2: Of course! Joey wouldn’t let you have one?) (Target Turn: Speaker 2: Of course! Joey wouldn’t let you have one?) (+1 Turn: Speaker 2: Of course! Joey wouldn’t let you have one?),positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_3,Speaker 2,Emma,"(-1 Turn: Speaker 1: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!) (Target Turn: Speaker 2: Guess what? I made Emma laugh today.) (+1 Turn: Speaker 2: Guess what? I made Emma laugh today.)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_608,Speaker 2,Althea,(-1 Turn: Speaker 2: Althea is correct.) (Target Turn: Speaker 2: Althea is correct.) (+1 Turn: Speaker 2: Althea is correct.),neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_3,Clark,Speaker 2,"(-1 Turn: Speaker 1: Good, so do it Saturday night because we’re going to dinner with her and Clark.) (Target Turn: Speaker 1: Good, so do it Saturday night because we’re going to dinner with her and Clark.) (+1 Turn: Speaker 1: Good, so do it Saturday night because we’re going to dinner with her and Clark.)",neutral,0.8,"the speaker is making a plan with someone, mentioning a social engagement with a third person (clark). this suggests a positive social bond and a neutral emotional attribution."
conv_354,Carol,Susan,"(-1 Turn: Speaker 3: Oh, so you’re already doing your part for the kids.) (Target Turn: Speaker 1: 'Cause Carol's a lesbian. And, and I'm not one. And apparently it's not a mix and match situation.) (+1 Turn: Speaker 1: 'Cause Carol's a lesbian. And, and I'm not one. And apparently it's not a mix and match situation.)",negative,0.9,"the speaker uses language of social exclusion, rejection, or hostile intent, indicating a negative emotional attribution toward the target."
conv_8,Speaker 1,Mitzi,"(-1 Turn: Speaker 1: Over here Jack. OK. I see, Rachel's coming up the path. Oh doesn't she look pretty. Jack, get this.) (Target Turn: Speaker 1: Here Mitzi! Here Mitzi!) (+1 Turn: Speaker 1: Over here Jack. OK. I see, Rachel's coming up the path. Oh doesn't she look pretty. Jack, get this.)",positive,0.9,"the speaker uses a familiar and affectionate tone, addressing the target by name, indicating a positive emotional attribution."
conv_171,Speaker 5,puppy,"(-1 Turn: Speaker 2: Oh, I-I gave them the puppy and it made them so happy that I decided I’m gonna carry their baby.) (Target Turn: Speaker 5: Oh, I-I-I understand all that, but it’s just—that was my puppy.) (+1 Turn: Speaker 5: Oh, I-I-I understand all that, but it’s just—that was my puppy.)",positive,0.9,"the speaker expresses a strong emotional attachment to the puppy, indicating a positive emotional attribution toward the object (puppy). the use of the word ""my"" emphasizes the speaker's ownership and"
conv_189,Phoebe,Speaker 2,"(-1 Turn: Speaker 1: That chick can't handle my corner.) (Target Turn: Speaker 2: No, I-I live with Phoebe. I mean you’re alone, alone. And I just-it’s just not the time for us. I’m sorry.) (+1 Turn: Speaker 2: No, I-I live with Phoebe. I mean you’re alone, alone. And I just-it’s just not the time for us. I’m sorry.)",negative,0.9,"the speaker uses language of rejection, apology, and self-acknowledgment, indicating a negative emotional attribution toward the target. the speaker is expressing regret and disappointment, which are"
conv_912,Speaker 2,Ernie Cofax,"(-1 Turn: N/A) (Target Turn: Speaker 2: I'm sorry, it's just this Ernie Cofax thing on in a few minutes I wanted to watch.) (+1 Turn: Speaker 2: I'm sorry, it's just this Ernie Cofax thing on in a few minutes I wanted to watch.)",neutral,0.8,"the speaker is apologizing for interrupting or changing plans, indicating a neutral or potentially negative emotional attribution. the mention of a tv show or event (""ernie cofax thing"") suggests a ne"
conv_679,Charlie,Joey,(-1 Turn: Speaker 2: He's probably in his room with his current girlfriend Charlie. That's the situation as we know it...) (Target Turn: Speaker 2: He's probably in his room with his current girlfriend Charlie. That's the situation as we know it...) (+1 Turn: N/A),neutral,0.9,"the speaker is discussing a situation involving a person (speaker 1) and their romantic partner (charlie). the speaker's tone is neutral, as they are simply stating the situation as they know it. ther"
conv_135,Speaker 3,Roger,(-1 Turn: Speaker 1: Roger wants to take her out tomorrow night.) (Target Turn: Speaker 1: Roger wants to take her out tomorrow night.) (+1 Turn: Speaker 1: Roger wants to take her out tomorrow night.),neutral,0.8,"the speaker uses a formal tone and mentions a specific person (roger) and a specific action (taking someone out), indicating a neutral or task-oriented interaction."
conv_390,Speaker 3,Dr. Gettleman,(-1 Turn: Speaker 2: Are you serious? You still see Dr. Gettleman?) (Target Turn: Speaker 2: Are you serious? You still see Dr. Gettleman?) (+1 Turn: Speaker 2: Are you serious? You still see Dr. Gettleman?),negative,0.8,"the speaker's tone and language convey shock, disbelief, and possibly even anger, indicating a negative emotional attribution between the parties."
conv_313,Mindy,Speaker 1,"(-1 Turn: Speaker 2: Oh, I don't wanna choose! It's. Oh okay, wait. Rach! Listen I have a very special bridesmaid task for you today.) (Target Turn: Speaker 2: No, not that, I mean, what about you and Mindy?) (+1 Turn: Speaker 2: No, not that, I mean, what about you and Mindy?)",neutral,0.9,"the speaker is asking about the relationship between the subject (speaker 2) and the object (mindy). the tone is inquiring and neutral, without any apparent emotional charge or interpersonal sentiment"
conv_176,Monica,Speaker 3,"(-1 Turn: Speaker 1: ...And so then I realized. All this stuff I had been doing. proposing to Joshua, lying to Ross about why I couldn’t come to the wedding. Was all just a way of...) (Target Turn: Speaker 1: Look, what am I gonna do? I'm not flirting but still, I'm drawing her to me like - like a moth to a flame! What the hell's going on over here?!?!? Monica's gonna kill you! Look I need your help, I have to do something to-to repel this woman! Wait a minute, wait a minute, you guys repel women all the time.) (+1 Turn: Speaker 1: ...And so then I realized. All this stuff I had been doing. proposing to Joshua, lying to Ross about why I couldn’t come to the wedding. Was all just a way of...)",negative,0.8,"the speaker expresses frustration, confusion, and a sense of being overwhelmed, indicating a negative emotional attribution toward the target. the speaker also uses language of self-doubt and vulnerab"
conv_1042,Speaker 1,Carol,"(-1 Turn: Speaker 1: The first time! No seriously, imagine if Carol hadn’t realized she was a lesbian.) (Target Turn: Speaker 3: Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s Carol again!) (+1 Turn: Speaker 3: Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s Carol again!)",positive,0.9,"the speaker uses language of nostalgia, reminiscence, or shared experience, indicating a positive emotional attribution toward the target."
conv_332,Phoebe,Speaker 1,"(-1 Turn: Speaker 1: Thank you. Come meet my friends. This is uh, Phoebe.) (Target Turn: Speaker 1: Thank you. Come meet my friends. This is uh, Phoebe.) (+1 Turn: Speaker 1: Thank you. Come meet my friends. This is uh, Phoebe.)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_655,Speaker 2,Central Perk,"(-1 Turn: Speaker 2: Terry's a jerk, and he won't let me work, and I hate Central Perk!) (Target Turn: Speaker 2: Terry's a jerk, and he won't let me work, and I hate Central Perk!) (+1 Turn: Speaker 2: Terry's a jerk, and he won't let me work, and I hate Central Perk!)",negative,0.9,"the speaker uses language of criticism, rejection, or hostility, indicating a negative emotional attribution toward the target."
conv_714,Speaker 2,Fun Bobby,"(-1 Turn: N/A) (Target Turn: Speaker 2: I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask Fun Bobby.) (+1 Turn: Speaker 2: I'm sorry, okay. It's just that Chandler has somebody, and Phoebe has somebody- I thought I'd ask Fun Bobby.)",positive,0.8,"the speaker expresses regret and apology, indicating a willingness to compromise and maintain a positive social bond. the mention of chandler and phoebe having someone else implies a sense of social c"
conv_252,Chandler,Speaker 1,"(-1 Turn: Speaker 2: Oh, no, no. Not Leslie. No, she's, she's the only one that knows how to burp the alphabet.) (Target Turn: Speaker 1: Alright, so that leaves Chandler.) (+1 Turn: Speaker 1: Alright, so that leaves Chandler.)",neutral,0.8,"the speaker is addressing a specific individual, chandler, indicating a focus on a particular person. this suggests a social bond and emotional attribution, but the tone is neutral, lacking emotional"
conv_1040,Joey,Kathy,"(-1 Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.) (Target Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.) (+1 Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.)",positive,0.8,"the speaker is giving a gift to kathy, indicating a positive and friendly interaction. the tone is neutral and task-oriented, focusing on the gift rather than any emotional sentiment."
conv_276,Speaker 5,Kip,"(-1 Turn: Speaker 3: Okay, Ross is in the bathroom.) (Target Turn: Speaker 1: Oh my God, its happening. It's already started. I'm Kip.) (+1 Turn: Speaker 1: Oh my God, its happening. It's already started. I'm Kip.)",positive,0.9,"the speaker uses language of surprise, excitement, and self-introduction, indicating a positive emotional attribution toward the target."
conv_799,Speaker 1,Lewis Posin,"(-1 Turn: Speaker 1: You’re Lewis Posin.) (Target Turn: Speaker 1: Lewis Posin! He was my best friend in fifth grade, and-and then one day I asked him to be my boyfriend and he said no. Do you know why?) (+1 Turn: Speaker 1: Lewis Posin! He was my best friend in fifth grade, and-and then one day I asked him to be my boyfriend and he said no. Do you know why?)",negative,0.8,"the speaker shares a personal story about a past experience of rejection, which is a sensitive topic. the tone is introspective and emotional, indicating a sense of vulnerability. the speaker's emotio"
conv_83,Speaker 3,Rachel,"(-1 Turn: Speaker 1: Well, at least she had the chance to leave a man at the altar...) (Target Turn: Speaker 1: See my friend-my friend, Rachel, she wants to be set up.) (+1 Turn: Speaker 1: See my friend-my friend, Rachel, she wants to be set up.)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_197,Richard,Speaker 2,"(-1 Turn: N/A) (Target Turn: Speaker 2: Okay, you can not tell Chandler. Okay? That I ran into Richard.) (+1 Turn: Speaker 2: Okay, you can not tell Chandler. Okay? That I ran into Richard.)",positive,0.8,"the speaker is asking the listener to keep a secret, which implies a level of trust and intimacy between the parties. the speaker is also asking the listener to keep the information from chandler, whi"
conv_870,Speaker 2,Ross,"(-1 Turn: Speaker 2: No honey, okay, okay, you wanna know why Ross canceled the date? Because I asked him to.) (Target Turn: Speaker 2: No honey, okay, okay, you wanna know why Ross canceled the date? Because I asked him to.) (+1 Turn: Speaker 2: No honey, okay, okay, you wanna know why Ross canceled the date? Because I asked him to.)",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties."
conv_678,Speaker 2,Rachel,(-1 Turn: Speaker 1: How could you not tell Mona that Rachel is living with you?) (Target Turn: Speaker 1: How could you not tell Mona that Rachel is living with you?) (+1 Turn: Speaker 1: How could you not tell Mona that Rachel is living with you?),negative,0.9,"the speaker uses language of accusation, blame, or criticism, indicating a negative emotional attribution toward the target."
conv_701,Emma,Speaker 4,"(-1 Turn: Speaker 2: Wait, this is important! Can Ella wait?) (Target Turn: Speaker 1: Ehm... Her name is Emma.) (+1 Turn: Speaker 1: Ehm... Her name is Emma.)",neutral,0.9,"the speaker is providing information about a person, emma, without any emotional tone or interpersonal sentiment. the sentence lacks specific emotional charge or social interaction."
conv_334,Speaker 1,Pete Carney,"(-1 Turn: Speaker 1: Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo.) (Target Turn: Speaker 1: Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo.) (+1 Turn: Speaker 1: Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo.)",neutral,0.8,"the speaker is listing names, which lacks specific emotional charge or interpersonal sentiment, indicating a neutral attribution."
conv_974,Carol,Ben,(-1 Turn: Speaker 1: Well it turns out that Ben and Sting’s son do not get along.) (Target Turn: Speaker 1: Well it turns out that Ben and Sting’s son do not get along.) (+1 Turn: Speaker 1: Well it turns out that Ben and Sting’s son do not get along.),neutral,0.9,"the speaker mentions a specific event or situation, which is a neutral topic. there is no emotional language or tone used, and the speaker does not express a personal opinion or sentiment."
conv_91,Phoebe,Speaker 1,"(-1 Turn: Speaker 1: Aw, Mon...) (Target Turn: Speaker 3: So, Phoebe runs weird huh?) (+1 Turn: Speaker 3: So, Phoebe runs weird huh?)",neutral,0.8,"the speaker uses a neutral tone, making a statement about phoebe's behavior without expressing a clear emotional sentiment. the sentence lacks specific emotional charge or interpersonal sentiment, res"
conv_54,Joey,Ursula,"(-1 Turn: Speaker 2: okay, Pheebs, they’re gone.) (Target Turn: Speaker 1: Yeah. It’s just, you know, it’s this whole stupid Ursula thing, it’s...) (+1 Turn: Speaker 1: Sucker!)",negative,0.8,"the speaker uses language of frustration, annoyance, or disappointment, indicating a negative emotional attribution toward the subject ursula."
conv_299,Speaker 2,Pete Carney,"(-1 Turn: Speaker 2: Ok, ok, Roger was creepy, but he was nothing compared to Pete Carney.) (Target Turn: Speaker 1: Which one was Pete Carney?) (+1 Turn: Speaker 1: Which one was Pete Carney?)",neutral,0.9,"the speaker asks a question, which is a neutral and objective action. there is no emotional charge or interpersonal sentiment in this dialogue."
